Clase,Loudness,Duration,Spectral Energy,Zero Crossing Rate,Spectral Centroid,Spectral Bandwidth,Spectral Contrast,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20
ARTIFICIAL,-36.531654357910156,7.56,0.06303293,0.08857511742714724,1792.1071862476504,1838.222442045759,24.56753975056614,-325.072265625,100.85623931884766,-1.0956707000732422,9.52088451385498,9.368048667907715,-22.0661678314209,-13.174410820007324,-8.980445861816406,-15.518048286437988,-10.508678436279297,-11.365273475646973,-9.841972351074219,-12.263931274414062,-4.703925609588623,-6.861653804779053,-14.104562759399414,-4.5373854637146,-8.911145210266113,-12.060786247253418,-4.622438907623291
ARTIFICIAL,-37.58452224731445,7.56,0.041546553,0.09348938362730061,1974.8070209805758,2035.0845922595693,25.187851033548863,-338.74169921875,102.11807250976562,-6.4771528244018555,6.5375518798828125,3.9739532470703125,-26.806236267089844,-14.718221664428711,-11.097395896911621,-17.12272834777832,-9.815184593200684,-11.657730102539062,-9.811888694763184,-11.643380165100098,-3.1537599563598633,-11.206486701965332,-12.219869613647461,-3.2793593406677246,-12.600984573364258,-9.390484809875488,-4.682353496551514
ARTIFICIAL,-32.482364654541016,7.56,0.09801281,0.09329467024539877,1983.4256460731428,2124.1256177443775,23.534041301355106,-268.4525146484375,80.33981323242188,1.0201609134674072,20.370962142944336,7.669734001159668,-14.039152145385742,5.749797821044922,-13.300783157348633,-12.630880355834961,-15.590697288513184,-19.028038024902344,-4.334911346435547,-13.94235897064209,-2.430933952331543,-7.190031051635742,-2.002976417541504,-5.708042144775391,-7.814338684082031,-3.851698875427246,-0.9908143877983093
ARTIFICIAL,-29.289361010239965,7.56,0.09852776,0.15932946702453987,2870.096887265873,2809.6296338070138,17.84408490841689,-212.68053051127998,52.917395220044206,9.82417113150154,15.604846134287072,5.179882165721281,-7.6341188868177285,-1.319397082105037,-8.51210634440557,-13.72666231292528,-15.484776671997773,-14.48141490063262,-8.901354931556329,-9.819396852111518,-5.375376415510379,-5.3735680713370435,-3.648611317670312,-5.653402183468745,-6.675329896931873,-4.0880361235486875,-2.9364952224528396
ARTIFICIAL,-30.304397583007812,7.56,0.07267833,0.09416938266871165,2042.6210565319032,2232.7194670492954,24.891817207196063,-267.18438720703125,89.61812591552734,-3.603785276412964,18.234548568725586,8.292388916015625,-17.361133575439453,5.340141773223877,-17.372013092041016,-13.170273780822754,-19.167619705200195,-21.830305099487305,-5.805685043334961,-15.594443321228027,-2.4663779735565186,-7.775206565856934,-1.8326318264007568,-6.931802272796631,-8.432866096496582,-4.319149494171143,-1.890455961227417
ARTIFICIAL,-32.482364654541016,7.56,0.098030135,0.09330066142638037,1998.721953047337,2133.258894773219,23.611418030750766,-268.51123046875,80.25520324707031,0.805171012878418,20.548105239868164,7.863992691040039,-14.10451602935791,5.736483573913574,-13.334693908691406,-12.680286407470703,-15.546759605407715,-19.05515480041504,-4.308376789093018,-13.91919994354248,-2.430375814437866,-7.097916126251221,-1.9572068452835083,-5.714177131652832,-7.794418811798096,-3.8114874362945557,-1.0058681964874268
ARTIFICIAL,-33.64635467529297,7.56,0.07150905,0.08985123897622699,2082.145632132828,2237.3167045018863,24.430012419622113,-281.82208251953125,80.27692413330078,-0.5057681798934937,21.549976348876953,3.0456395149230957,-15.145133018493652,3.0770034790039062,-16.683486938476562,-13.743969917297363,-19.04134750366211,-16.135679244995117,-5.150309085845947,-13.367220878601074,-0.6062859892845154,-6.766609191894531,-1.6148730516433716,-9.385448455810547,-6.825586318969727,-2.5574393272399902,-4.623183250427246
ARTIFICIAL,-37.33810043334961,7.56,0.09249024,0.11811463525690184,2223.0110529729404,2176.9702962746364,23.30983136072619,-275.50115966796875,67.4679946899414,-5.31191873550415,5.572432994842529,0.8687270283699036,-17.32550621032715,-7.1965765953063965,-15.422415733337402,-19.24570083618164,-9.578352928161621,-19.668312072753906,-14.836054801940918,-16.55764389038086,-7.014158725738525,-14.00536060333252,-13.182246208190918,-9.514278411865234,-13.224210739135742,-7.8527069091796875,-6.476304054260254
ARTIFICIAL,-29.226573929664983,7.56,0.09600471,0.22677219133435583,3800.52116108696,3197.917565814435,16.278978636881796,-151.6585181098859,35.070600114227126,9.378397094297874,5.034798167208085,3.0114841664881373,-5.799628842683079,-5.791738034312017,-7.475334060166116,-10.392191879968657,-7.273701293748369,-9.540072304833506,-10.711979806420565,-8.905346102328547,-5.1725430731612425,-7.636589057468752,-7.243180042703725,-5.706827656240068,-5.941124489309963,-4.53938606301936,-2.9798233223584067
ARTIFICIAL,-32.05990219116211,7.56,0.072043456,0.11540212806748466,2333.0306307976884,2350.39436136119,25.324599257468783,-256.7924499511719,78.16053771972656,-7.141622543334961,3.554014205932617,0.3328031897544861,-21.50426483154297,-10.308448791503906,-19.185762405395508,-22.19956398010254,-11.018301963806152,-22.786977767944336,-17.341842651367188,-19.672969818115234,-7.229341506958008,-16.57393455505371,-15.480996131896973,-11.035715103149414,-14.292876243591309,-9.363995552062988,-7.365726947784424
ARTIFICIAL,-37.03594970703125,7.56,0.093499355,0.11793789541794479,2213.126928621172,2164.104308038691,23.435290694874666,-272.03790283203125,68.66925048828125,-5.750114917755127,5.353311061859131,0.960674524307251,-17.383386611938477,-7.253235340118408,-15.610953330993652,-19.408143997192383,-9.688085556030273,-19.7659969329834,-15.099985122680664,-16.72220802307129,-6.838280200958252,-14.192025184631348,-13.352709770202637,-9.655407905578613,-13.3473539352417,-7.9694695472717285,-6.5328474044799805
ARTIFICIAL,-37.83989715576172,7.56,0.064012595,0.10652170005751534,2308.1411453052683,2299.611269550561,24.121942708714016,-293.2976379394531,70.79342651367188,-7.51232385635376,4.084238052368164,-2.503162145614624,-19.767667770385742,-9.149032592773438,-18.474708557128906,-19.20944595336914,-11.036267280578613,-21.22284698486328,-15.384241104125977,-15.165871620178223,-6.084324836730957,-17.470989227294922,-12.020109176635742,-11.113663673400879,-11.851346015930176,-6.738955974578857,-8.176655769348145
REAL,-49.24468231201172,7.56,0.03278445,0.08257494967407976,1487.737039167737,1515.980394080433,22.094094401727183,-398.4053955078125,115.8670654296875,-3.7559590339660645,19.194381713867188,0.8858955502510071,5.283750057220459,-6.6682233810424805,-5.389605522155762,-11.235745429992676,-1.2541300058364868,-6.95615816116333,-3.1873128414154053,-2.446662664413452,-5.042473793029785,-3.645277500152588,-6.978091716766357,-6.201672554016113,-3.3626163005828857,-4.777618408203125,-5.549083709716797
REAL,-37.202509810381166,7.56,0.03927508,0.3301814728719325,4492.9863835773285,3234.994674847267,14.33008195852495,-192.3736223440719,23.599269575816194,8.79518879770614,6.323879124916754,4.045212219414253,1.8352227107458283,-3.503673344290578,-6.362850374323988,-4.3780091612976015,-2.772202900398758,-2.3246122272958982,-2.6388634411614547,-2.3895165949092236,-1.7673948809273687,-2.326505332377565,-3.1880064227555933,-3.4771575376042576,-2.8943136348555676,-2.0071905261794876,-2.2632072128534633
REAL,-53.93430709838867,7.56,0.019783406,0.07170844516871165,1394.4403214885456,1514.8688028554104,22.67137891324515,-457.0940246582031,115.05464935302734,-2.5539753437042236,17.25225067138672,2.712949752807617,4.451015949249268,-5.360705852508545,-5.286460876464844,-9.197858810424805,-1.8593297004699707,-6.983953952789307,-2.6470794677734375,-1.5433698892593384,-5.703987121582031,-3.2572665214538574,-6.615175724029541,-5.9499382972717285,-2.82104229927063,-4.436922073364258,-6.020450115203857
REAL,-49.79779815673828,7.56,0.031615216,0.08340772383052147,1489.191042942743,1530.306250410171,22.02515956272579,-402.5665588378906,114.76547241210938,-2.8924436569213867,19.293140411376953,1.035345196723938,5.611313819885254,-6.659843444824219,-5.267489910125732,-10.699614524841309,-1.1208380460739136,-7.162664890289307,-2.966505527496338,-2.408247709274292,-4.848212718963623,-3.5352072715759277,-6.933700084686279,-6.130627632141113,-3.316805839538574,-4.872745513916016,-5.560080051422119
REAL,-50.572628021240234,7.56,0.021649959,0.07924834643404909,1529.2214181343597,1603.846669057214,22.97934324095533,-427.2927551269531,117.26991271972656,-6.683559417724609,20.719173431396484,-0.2945740222930908,5.157251358032227,-9.419547080993652,-7.277587890625,-11.101232528686523,0.06955311447381973,-8.086315155029297,-1.5218394994735718,-4.2711286544799805,-4.832833290100098,-5.316465377807617,-7.953786849975586,-5.5201416015625,-3.2208378314971924,-5.6461381912231445,-4.908987045288086
REAL,-32.35661315917969,7.56,0.106823854,0.07622280003834356,1509.099008965792,1667.2454409361842,24.375720426871343,-250.3005828857422,128.49888610839844,13.925745010375977,32.58210754394531,-19.355134963989258,7.054389476776123,-21.914016723632812,-4.107682704925537,1.0522780418395996,-10.86888599395752,-2.167208194732666,4.3022966384887695,-9.571176528930664,0.0307318102568388,2.426990032196045,-8.573972702026367,-3.4565882682800293,-2.0325896739959717,-5.692420482635498,-6.152163028717041
REAL,-31.076232004061545,7.56,0.10784848,0.1801667944785276,3002.667338408824,2921.215903450891,16.902676841683505,-175.77704381584695,68.57092972029618,27.9320057296087,18.438678339356304,-3.900141997864027,-4.118793498958181,-12.409319783978898,-7.690340890947707,-0.7175839604466943,-7.841492596929447,-2.03605873329063,0.7072336337096695,-5.4733150729828655,-0.5806585135019601,0.4986996240610094,-5.822764945917501,-4.216098852960693,-2.4636997586454337,-4.6179391578616675,-5.494602250944077
REAL,-34.28839111328125,7.56,0.07082646,0.07691777703220859,1512.739256578855,1660.0759153315587,25.080455679078728,-283.3135681152344,127.9774398803711,15.454865455627441,25.572837829589844,-20.8856201171875,6.374948501586914,-21.65267562866211,-7.73745584487915,2.761575222015381,-9.680541038513184,-3.103320837020874,4.227525234222412,-9.699851036071777,0.1312013417482376,2.3295605182647705,-9.054357528686523,-4.652467250823975,-2.289058208465576,-5.938638687133789,-6.561229228973389
REAL,-32.64852523803711,7.56,0.10572059,0.0750605109279141,1486.4441206236957,1657.5748695703812,24.179039933303624,-251.97201538085938,128.42294311523438,14.191558837890625,31.67711639404297,-18.809680938720703,6.600671291351318,-21.008678436279297,-4.61383581161499,1.152739405632019,-10.803133964538574,-1.7833832502365112,4.1939921379089355,-9.407014846801758,-0.10117796808481216,2.749190092086792,-8.442883491516113,-3.434133768081665,-2.115809917449951,-5.6649370193481445,-5.970818996429443
REAL,-33.11125564575195,7.56,0.073704,0.0763021831863497,1540.2050822083795,1753.0366392204294,25.093773010463227,-272.5032958984375,129.0537109375,13.283452033996582,30.157752990722656,-23.486658096313477,5.082147598266602,-26.018104553222656,-1.62515389919281,-1.0574734210968018,-11.320634841918945,0.3369060158729553,2.5406272411346436,-10.62860107421875,3.8005385398864746,-1.519193172454834,-9.964008331298828,-2.691925525665283,-3.8574554920196533,-7.419590950012207,-5.550687789916992
REAL,-36.98471450805664,7.56,0.07166645,0.05732062404141104,1031.5917985705107,1278.455937391211,23.32285627313593,-376.9288635253906,145.39450073242188,34.62214279174805,35.12158203125,-0.15832257270812988,-0.136857807636261,-13.282814025878906,-5.504260540008545,-3.0206141471862793,-13.088252067565918,-7.07656717300415,0.7652504444122314,-7.72080659866333,-2.959089756011963,-1.4755403995513916,-4.385528087615967,-3.1467652320861816,-10.343149185180664,-6.611969947814941,-6.219827651977539
REAL,-29.88164392730281,7.56,0.07865185,0.23665314656825154,4233.296961541388,3424.264050909935,15.12503843745705,-142.12969272480504,31.645352460762442,25.96319376444993,16.084351586502653,6.942381009402033,0.924020943369252,-3.017651648530274,-5.045112339814703,-5.2359358038551145,-4.612000548382523,-3.537614780582636,-2.5103646168918585,-2.253028856369417,-1.7303331926163608,-1.2119605561188818,-2.465454201885548,-3.5744124670404354,-4.134572184174289,-4.377750845168585,-4.844055095624687
REAL,-39.463531494140625,7.56,0.048442088,0.04811966784892638,1002.4070969829068,1289.148005351023,24.073979805990383,-406.8240661621094,144.5942840576172,31.3365478515625,34.3404655456543,-0.6368296146392822,-1.982339859008789,-13.456879615783691,-6.70362663269043,-6.077190399169922,-12.944671630859375,-7.485925197601318,-0.26434504985809326,-7.121577739715576,-4.546832084655762,-1.3739656209945679,-3.9364874362945557,-2.893221139907837,-8.987531661987305,-6.687114238739014,-6.171868801116943
REAL,-37.23344421386719,7.56,0.071635,0.05391313985812884,982.1894008516924,1264.1563438650192,23.230526779438154,-379.1307373046875,145.69204711914062,34.43733596801758,34.62672424316406,0.6465622782707214,-0.6635875105857849,-13.098966598510742,-5.390343189239502,-3.076112747192383,-13.042162895202637,-6.830955982208252,0.7770272493362427,-7.558151721954346,-3.063607931137085,-1.3144328594207764,-4.365822792053223,-3.161067247390747,-10.069710731506348,-6.61508321762085,-6.154679775238037
REAL,-38.832950592041016,7.56,0.047721777,0.04936583349309816,1039.2832683837403,1336.4115937995268,24.191703415943532,-394.39691162109375,138.11102294921875,37.46212387084961,29.87104606628418,-1.4148517847061157,-3.282181978225708,-14.068448066711426,-5.599878311157227,-5.97938346862793,-15.277756690979004,-4.380537986755371,0.21312208473682404,-8.643583297729492,-1.8731961250305176,-3.208657741546631,-5.239265441894531,-6.4372477531433105,-11.102227210998535,-4.863770961761475,-6.746824741363525
REAL,-42.14134216308594,7.56,0.04143006,0.11237658167177914,1950.4983875415733,1933.5948657397219,23.707837059198862,-302.9076232910156,111.99201965332031,-7.249558925628662,23.563356399536133,-13.111336708068848,16.723329544067383,-23.91021156311035,-1.7385257482528687,-12.445283889770508,-5.266487121582031,-15.642024040222168,0.1082904115319252,-1.2878559827804565,-7.233378887176514,0.6122686266899109,1.7600839138031006,-2.356393814086914,-3.326388359069824,-1.895987868309021,-1.6012017726898193
REAL,-34.62677278874684,7.56,0.048473608,0.3154686301763804,4379.304223079635,3281.0898919275437,14.734176512476363,-151.22833824099726,31.878082051276195,11.88353073608828,6.285096284386281,2.665980645961917,0.502087930950626,-6.6305381523839255,-8.022292818696503,-6.011949901340732,-7.181113084622358,-6.8419751452035396,-3.8496276527325364,-1.9060840789624123,-2.4053536886535176,-0.6679499735917139,0.347286212941762,-0.7855598335831967,-1.2578627973226368,-0.2019885807337826,-1.657272244843272
REAL,-42.48320007324219,7.56,0.029134575,0.10822619104677914,1930.0643724753465,1941.3036999066996,24.832523184431718,-326.1478576660156,113.60718536376953,-12.292926788330078,26.882429122924805,-12.63260555267334,22.62427520751953,-25.99088478088379,-3.922109365463257,-14.225759506225586,-5.5338263511657715,-19.210474014282227,-0.3239412009716034,-3.192729949951172,-6.919613361358643,0.0011246101930737495,1.2259279489517212,-3.7385149002075195,-3.1350622177124023,-2.3901829719543457,-1.6445667743682861
REAL,-41.153167724609375,7.56,0.04335797,0.10579377156825154,1936.261566397453,1934.5727016519384,23.975729089187624,-295.0577697753906,113.82108306884766,-7.857949256896973,24.335901260375977,-13.786694526672363,17.361923217773438,-25.167476654052734,-1.360731601715088,-13.217251777648926,-5.557666778564453,-16.099239349365234,0.3059372305870056,-1.6363941431045532,-7.09534215927124,0.42051687836647034,2.1449880599975586,-2.4511759281158447,-3.3924267292022705,-1.8315318822860718,-1.6100988388061523
REAL,-43.08477783203125,7.56,0.02848995,0.1109671563458589,2003.2475219605333,2030.1828302936128,24.611567978976844,-328.27838134765625,107.71412658691406,-5.937126159667969,20.85784149169922,-13.239470481872559,13.275232315063477,-26.290170669555664,-1.7059154510498047,-14.132135391235352,-6.389337062835693,-16.091089248657227,4.138548851013184,-3.6665759086608887,-5.24888801574707,1.7510286569595337,-0.04260600358247757,-3.851914405822754,-3.2118899822235107,-1.4145946502685547,-3.7723612785339355
REAL,-40.04384231567383,7.56,0.055059034,0.10262743241947853,1263.481503379988,1232.658968017431,24.05691997775466,-367.6129150390625,162.890869140625,7.679914951324463,2.9357330799102783,-7.828639507293701,4.376175880432129,-18.432186126708984,-9.108233451843262,-3.238105297088623,-15.07710075378418,-9.098186492919922,-6.877151012420654,-6.1026611328125,-4.260825157165527,-4.828553199768066,-1.3112187385559082,0.613455593585968,-3.617630958557129,-1.5437921285629272,-3.6928558349609375
REAL,-37.49228996187549,7.56,0.05534461,0.14664913247699388,2354.6848776876054,2506.7202837759387,17.302381740558552,-286.6727293248103,99.3347632764433,27.23826860359288,-0.727744978635702,-4.172403129799246,-2.6462271162552313,-12.389853124732472,-9.71797759000764,-7.109035080395728,-10.768770238710664,-9.623214547824146,-7.286534617505128,-5.086349335908169,-4.486809401861794,-4.147562147774564,-1.549657425139829,-0.1055390606320349,-2.353016275145378,-1.65723016503153,-4.393469743705534
REAL,-41.47541809082031,7.56,0.03884171,0.08199530291411043,1246.2129917883574,1241.1318777510428,24.890223528532168,-392.6299743652344,157.24913024902344,12.699182510375977,-1.0348503589630127,-6.720334529876709,2.0734403133392334,-19.852922439575195,-10.013758659362793,-4.448495864868164,-15.73293399810791,-11.7096529006958,-7.544802188873291,-5.3288493156433105,-4.591911792755127,-5.136700630187988,-0.8108735084533691,0.9537657499313354,-3.5389060974121094,-1.1427457332611084,-4.121861457824707
REAL,-40.817169189453125,7.56,0.053534355,0.10454610812883436,1280.7087718833056,1251.5070726890117,23.89882011059731,-371.87603759765625,160.19149780273438,7.632791519165039,3.801520824432373,-7.367725849151611,4.663665294647217,-18.108901977539062,-8.505831718444824,-2.9576001167297363,-15.003434181213379,-9.278572082519531,-7.032734394073486,-5.990878582000732,-4.176490306854248,-4.739315509796143,-1.528488278388977,0.6488609313964844,-3.328678846359253,-1.4772003889083862,-3.5857300758361816
REAL,-41.410240173339844,7.56,0.037219454,0.07951495398773006,1230.7797740438973,1271.0651587071022,25.008382981404633,-390.88665771484375,163.35484313964844,4.803774356842041,-0.7986598014831543,-9.217634201049805,1.5128687620162964,-22.159273147583008,-8.192585945129395,-7.434037208557129,-16.280672073364258,-9.05631160736084,-7.954562664031982,-5.312325477600098,-3.5583488941192627,-3.5583784580230713,-0.32197925448417664,-1.0322494506835938,-5.041050910949707,-1.413240909576416,-7.6836042404174805
REAL,-39.07439041137695,7.56,0.18125449,0.09970074050996933,1161.9876558311116,1004.8295110295616,22.1955726257648,-332.6156921386719,127.8084487915039,21.075075149536133,-9.16396427154541,-17.357751846313477,-20.97593116760254,-19.7100772857666,-18.92626953125,-20.670991897583008,-16.713193893432617,-11.332610130310059,-12.077275276184082,-7.627763271331787,-3.3039708137512207,-9.348920822143555,-6.582274436950684,-2.3915469646453857,-6.269715309143066,-5.676393508911133,-5.000251770019531
REAL,-25.450421030665026,7.56,0.18890269,0.24173816142638035,3604.3864850862774,3177.274035864823,14.924356961875572,-115.94199585017161,42.78384587720953,20.83680218298093,0.8677691827561688,-9.353646940222363,-13.531644648975725,-14.607538089123723,-13.708089125499296,-12.314760145679204,-10.021147812302814,-7.385426998909645,-5.212859716982215,-3.60819464775367,-2.642574341137188,-2.6893476880975244,-2.4524956440819348,-2.0818883953473266,-2.60533947792273,-2.9921354367774358,-2.892367327456441
REAL,-39.30926513671875,7.56,0.10908115,0.0684821942101227,1086.2111804612694,1085.8054915652756,23.12227085374165,-353.0488586425781,125.73111724853516,18.526823043823242,-9.321831703186035,-15.93964672088623,-22.540264129638672,-21.521909713745117,-18.750043869018555,-19.652681350708008,-15.767539024353027,-10.80209732055664,-11.781708717346191,-7.633753299713135,-4.023353576660156,-9.16457748413086,-5.706711292266846,-0.9196661114692688,-4.617110252380371,-4.654996395111084,-3.9613914489746094
REAL,-39.41372299194336,7.56,0.17864752,0.10166285228144172,1188.2383268739268,1019.4455266969957,22.073137196297818,-333.8310852050781,126.89318084716797,20.80135726928711,-9.358307838439941,-17.18017578125,-20.662914276123047,-19.515567779541016,-18.242198944091797,-19.963367462158203,-16.277490615844727,-11.36085319519043,-12.154280662536621,-7.682215690612793,-3.323096990585327,-9.221559524536133,-6.529883861541748,-2.3986246585845947,-6.008681297302246,-5.520842552185059,-4.850341796875
REAL,-35.944950103759766,7.56,0.115613624,0.06766140241564417,989.0785730921637,960.88538661857,23.422847381883965,-347.1647644042969,136.76470947265625,18.908742904663086,-14.250868797302246,-21.01911163330078,-24.021732330322266,-22.154817581176758,-21.178115844726562,-21.985946655273438,-15.912760734558105,-11.370099067687988,-12.15478229522705,-6.043612957000732,-4.355860233306885,-9.952279090881348,-4.331935882568359,-2.1834988594055176,-6.515833854675293,-5.0502119064331055,-4.856579303741455
REAL,-39.6549072265625,7.56,0.054321084,0.0926506182898773,1658.6097806931552,1612.3071985678355,24.13201563222034,-338.5311584472656,103.85575866699219,0.9579972624778748,44.51414108276367,-3.4501407146453857,-9.008880615234375,-20.316579818725586,-6.043817043304443,-1.1667263507843018,-9.463150978088379,-4.719902515411377,-0.694405198097229,-6.85106897354126,3.821180820465088,-5.245752811431885,-7.4802374839782715,-0.08063213527202606,-7.474221229553223,-4.957100868225098,-2.013237237930298
REAL,-34.836864210358726,7.56,0.057266243,0.25908862154907975,3933.7373096585256,3174.5277195501285,15.706404304136024,-198.95260877385044,34.353526000279686,12.295356000880165,12.428401744455051,1.9965873921487924,-8.226492871514818,-10.592026264063362,-6.021756495097979,-5.336960647103604,-6.5601530380632855,-2.6216205542773303,-2.2188791649918302,-3.511432637325958,-0.8415166703661462,-1.9802930765689581,-3.767103763001782,-2.5441205442093127,-4.388471705074314,-4.233854403098058,-2.6963040991445757
REAL,-41.94258117675781,7.56,0.038507428,0.08414314129601227,1633.524308560346,1672.1599713818955,24.724346550585665,-371.05523681640625,97.02222442626953,4.362144947052002,40.955223083496094,-2.5817768573760986,-9.983295440673828,-21.47010612487793,-7.0555830001831055,-2.109644889831543,-10.68652629852295,-3.971513509750366,-0.6963843703269958,-6.500032424926758,3.8399665355682373,-5.3616743087768555,-8.305191040039062,-0.9898161292076111,-6.906557083129883,-4.279518127441406,-2.799283981323242
REAL,-39.032649993896484,7.56,0.055937767,0.0926551116756135,1648.890292503881,1595.746360145301,24.313193846415057,-335.4150085449219,106.02719116210938,-1.0271012783050537,46.35291290283203,-2.901667833328247,-10.239087104797363,-21.72316551208496,-6.742722034454346,-1.2361410856246948,-9.752649307250977,-5.115866184234619,-0.6084314584732056,-7.117321491241455,3.6499149799346924,-5.522250652313232,-7.925779819488525,-0.12643998861312866,-7.537609577178955,-5.047809600830078,-2.094421863555908
REAL,-40.929832458496094,7.56,0.03701653,0.09087872651457055,1709.4237979407571,1726.8732691034688,25.090385746762056,-361.2625732421875,102.77574157714844,1.4653370380401611,42.445343017578125,-8.558897018432617,-12.311100006103516,-22.79705810546875,-4.065554618835449,-3.1730010509490967,-10.126842498779297,-3.2774479389190674,-2.0116703510284424,-6.001178741455078,3.365694999694824,-10.283442497253418,-6.513131141662598,-2.6478421688079834,-9.120573043823242,-3.414158344268799,-2.9041388034820557
REAL,-39.6549072265625,7.56,0.054321084,0.0926506182898773,1658.6097806931552,1612.3071985678355,24.13201563222034,-338.5311584472656,103.85575866699219,0.9579972624778748,44.51414108276367,-3.4501407146453857,-9.008880615234375,-20.316579818725586,-6.043817043304443,-1.1667263507843018,-9.463150978088379,-4.719902515411377,-0.694405198097229,-6.85106897354126,3.821180820465088,-5.245752811431885,-7.4802374839782715,-0.08063213527202606,-7.474221229553223,-4.957100868225098,-2.013237237930298
REAL,-39.13944075462936,7.56,0.054437328,0.15677422833588958,2636.650146992304,2468.131968306124,17.736958773578284,-302.1620608924209,77.21291855868279,9.38410437142597,32.71878843406561,1.2329202656436191,-10.81098333722657,-17.269444865620848,-6.213530161156741,-2.0590086471233846,-8.879734746587152,-3.846761910010008,-1.6045910392916436,-5.967742147852464,1.9324663203472268,-4.039425891032467,-6.82585597602954,-0.9031279521747001,-6.658595231391576,-5.136639381217757,-2.135968191537362
REAL,-41.94258117675781,7.56,0.038507428,0.08414314129601227,1633.524308560346,1672.1599713818955,24.724346550585665,-371.05523681640625,97.02222442626953,4.362144947052002,40.955223083496094,-2.5817768573760986,-9.983295440673828,-21.47010612487793,-7.0555830001831055,-2.109644889831543,-10.68652629852295,-3.971513509750366,-0.6963843703269958,-6.500032424926758,3.8399665355682373,-5.3616743087768555,-8.305191040039062,-0.9898161292076111,-6.906557083129883,-4.279518127441406,-2.799283981323242
REAL,-39.340797424316406,7.56,0.05502365,0.0922911474309816,1648.207852089911,1601.0846534050875,24.17891012971802,-336.8145751953125,105.07655334472656,0.24550381302833557,45.72272872924805,-2.6717429161071777,-9.695840835571289,-21.19865608215332,-6.619541168212891,-1.338932991027832,-9.705124855041504,-4.9429802894592285,-0.5749388337135315,-6.947309970855713,3.627007007598877,-5.4912824630737305,-7.795760631561279,-0.1643315851688385,-7.482156753540039,-5.002437114715576,-2.0887115001678467
REAL,-40.929832458496094,7.56,0.03701653,0.09087872651457055,1709.4237979407571,1726.8732691034688,25.090385746762056,-361.2625732421875,102.77574157714844,1.4653370380401611,42.445343017578125,-8.558897018432617,-12.311100006103516,-22.79705810546875,-4.065554618835449,-3.1730010509490967,-10.126842498779297,-3.2774479389190674,-2.0116703510284424,-6.001178741455078,3.365694999694824,-10.283442497253418,-6.513131141662598,-2.6478421688079834,-9.120573043823242,-3.414158344268799,-2.9041388034820557
ARTIFICIAL,-40.736759185791016,7.56,0.073270835,0.12677488736579753,2447.593615861739,2444.9951573664584,21.018936309197,-328.028564453125,71.75330352783203,11.877945899963379,28.171937942504883,15.083550453186035,2.8296852111816406,9.091231346130371,2.9362378120422363,-0.12877200543880463,5.38496732711792,-1.7350480556488037,-1.3051787614822388,-5.434518337249756,-3.923405408859253,-0.4378533363342285,0.2871786057949066,-11.965134620666504,-2.313253402709961,-6.024037837982178,-4.85978364944458
ARTIFICIAL,-37.49755361041246,7.56,0.07346688,0.1954158478719325,2934.7007992387853,2591.0469834507767,16.341269436008083,-293.8620262177992,60.70706207699783,14.174852141227372,24.810939628901448,13.548822722437707,2.9106763722193305,7.8580156050272105,1.7771312797004637,0.08103093424969808,3.851603558606444,-1.154232653593388,-1.5269687760802282,-5.541689283880759,-3.8709498741986947,-1.0777415262735373,-0.5822793806657202,-10.426279994811434,-3.8385731525001403,-4.801610013364845,-5.074175477956617
ARTIFICIAL,-41.120628356933594,7.56,0.049251217,0.12469894315567484,2590.4888129845103,2552.5100003227085,22.219015968715503,-341.94671630859375,61.38287353515625,12.990501403808594,30.1988468170166,14.201679229736328,5.202843189239502,8.693387985229492,0.17284224927425385,-0.2451600581407547,5.462886333465576,-0.8152340650558472,-1.746250033378601,-7.540709972381592,-3.0738656520843506,-2.069410562515259,-0.3767887055873871,-12.456201553344727,-3.494655132293701,-6.175686836242676,-4.316225051879883
ARTIFICIAL,-39.98958969116211,7.56,0.0752159,0.12421066190567484,2449.2064018994906,2446.739861868072,21.20820320456499,-323.4203796386719,71.3299560546875,12.153005599975586,29.500446319580078,15.790238380432129,3.228393077850342,9.048802375793457,3.4082469940185547,0.01302342303097248,5.103811264038086,-1.6944360733032227,-1.5846291780471802,-5.6794962882995605,-4.0388641357421875,-0.773250162601471,0.15568965673446655,-12.058906555175781,-2.609923839569092,-6.174377918243408,-4.886929035186768
ARTIFICIAL,-40.242305755615234,7.56,0.055077698,0.1120560534892638,2421.0887560014166,2510.2350218417328,22.65114054775129,-338.0667724609375,69.79521179199219,14.09105110168457,29.291698455810547,13.040020942687988,3.7990474700927734,8.567361831665039,-0.13312985002994537,1.469123363494873,4.3531575202941895,-3.2271485328674316,-2.5474884510040283,-7.707164764404297,-3.421499013900757,-0.6485433578491211,-4.588762283325195,-12.584784507751465,-1.9269664287567139,-7.62781286239624,-5.340009689331055
