16718,1.87,-0.91,-0.19,-21.00,0.61,11.96
16723,1.87,-0.89,-0.17,-19.53,0.55,12.57
16728,1.88,-0.90,-0.19,-20.75,-0.49,12.76
16733,1.87,-0.89,-0.17,-19.78,0.92,14.83
16738,1.87,-0.89,-0.18,-20.45,-0.31,14.89
16743,1.87,-0.89,-0.17,-19.96,-1.10,16.30
16748,1.87,-0.90,-0.19,-20.32,-0.79,17.70
16753,1.86,-0.91,-0.18,-21.12,0.31,17.46
16758,1.87,-0.90,-0.18,-21.18,1.59,16.91
16763,1.87,-0.91,-0.20,-20.81,1.10,16.24
16768,1.86,-0.90,-0.17,-20.02,-0.06,15.20
16774,1.86,-0.92,-0.17,-20.02,0.37,15.50
16779,1.87,-0.91,-0.17,-19.84,0.79,14.83
16784,1.86,-0.90,-0.18,-20.45,0.85,14.65
16789,1.87,-0.89,-0.18,-19.71,1.04,14.89
16794,1.87,-0.92,-0.18,-19.47,0.31,13.98
16799,1.87,-0.93,-0.19,-20.08,1.53,12.76
16804,1.87,-0.91,-0.20,-19.78,3.23,10.50
16809,1.87,-0.93,-0.20,-19.71,3.11,10.50
16814,1.86,-0.92,-0.19,-21.00,5.74,10.99
16819,1.87,-0.91,-0.18,-21.12,4.33,9.46
16824,1.86,-0.91,-0.18,-21.36,4.21,10.01
16829,1.87,-0.91,-0.17,-22.34,4.58,10.74
16834,1.87,-0.90,-0.18,-23.74,4.88,8.91
16839,1.87,-0.92,-0.17,-24.05,4.27,8.97
16844,1.86,-0.91,-0.18,-23.32,2.99,7.75
16849,1.86,-0.91,-0.17,-23.50,3.48,7.45
16854,1.86,-0.91,-0.19,-22.58,3.85,7.87
16859,1.88,-0.93,-0.18,-22.34,4.03,7.08
16864,1.87,-0.91,-0.18,-22.64,4.15,6.90
16869,1.87,-0.90,-0.18,-22.22,4.70,6.29
16874,1.86,-0.91,-0.18,-21.06,4.64,7.32
16879,1.88,-0.90,-0.18,-21.73,3.17,8.48
16884,1.86,-0.90,-0.17,-21.06,2.93,8.91
16889,1.88,-0.90,-0.17,-18.68,2.20,10.80
16894,1.86,-0.90,-0.18,-20.75,0.18,10.19
16899,1.87,-0.89,-0.18,-19.65,1.34,11.41
16904,1.87,-0.89,-0.21,-19.65,0.43,13.12
16909,1.88,-0.91,-0.19,-20.32,2.01,13.92
16914,1.88,-0.91,-0.17,-20.45,1.53,14.65
16919,1.86,-0.90,-0.19,-21.12,2.93,15.93
16924,1.85,-0.89,-0.18,-20.75,0.73,15.75
16929,1.87,-0.90,-0.17,-20.69,2.75,16.78
16934,1.86,-0.92,-0.16,-21.36,2.44,15.99
16939,1.86,-0.92,-0.19,-22.71,3.23,15.14
16944,1.87,-0.91,-0.17,-22.03,3.42,13.00
16949,1.87,-0.92,-0.16,-23.74,2.99,12.02
16954,1.85,-0.92,-0.18,-23.74,2.93,11.05
16959,1.86,-0.92,-0.18,-22.46,4.09,8.61
16964,1.87,-0.93,-0.19,-22.28,1.53,6.59
16969,1.87,-0.92,-0.17,-23.07,3.91,4.70
16974,1.86,-0.91,-0.16,-23.56,4.27,3.91
16979,1.88,-0.91,-0.18,-23.19,3.05,2.69
16984,1.87,-0.90,-0.20,-22.83,5.37,2.62
16989,1.86,-0.91,-0.20,-23.68,5.13,2.01
16994,1.85,-0.90,-0.17,-23.19,5.80,1.22
16999,1.88,-0.91,-0.18,-23.99,6.77,0.24
17004,1.87,-0.90,-0.19,-25.09,7.39,1.59
17009,1.87,-0.91,-0.17,-24.96,6.96,1.77
17014,1.86,-0.90,-0.19,-25.63,7.26,2.69
17019,1.88,-0.89,-0.18,-25.45,6.84,1.89
17024,1.86,-0.90,-0.17,-24.54,6.90,6.04
17029,1.87,-0.88,-0.18,-25.51,6.84,5.74
17034,1.88,-0.90,-0.20,-24.35,6.84,9.58
17039,1.86,-0.89,-0.18,-25.57,5.62,10.07
17044,1.87,-0.91,-0.17,-24.72,6.23,9.40
17049,1.89,-0.91,-0.18,-24.48,6.35,8.24
17054,1.90,-0.92,-0.18,-24.17,6.90,5.74
17059,1.87,-0.91,-0.17,-23.50,6.53,4.33
17064,1.88,-0.91,-0.17,-21.12,6.47,2.50
17069,1.87,-0.90,-0.16,-20.32,6.16,5.31
17074,1.87,-0.88,-0.18,-19.96,4.27,6.29
17079,1.87,-0.87,-0.15,-19.71,4.39,11.60
17084,1.87,-0.88,-0.19,-22.22,2.69,12.88
17089,1.87,-0.88,-0.19,-22.77,2.93,15.69
17094,1.87,-0.90,-0.17,-23.01,2.93,15.63
17099,1.87,-0.90,-0.17,-22.71,1.28,17.27
