23798,0.72,-1.90,0.40,-16.42,8.54,-24.23
23803,0.72,-1.88,0.39,-16.66,9.89,-22.16
23808,0.74,-1.87,0.41,-17.27,10.56,-14.34
23813,0.73,-1.88,0.42,-16.42,4.46,-10.80
23818,0.73,-1.88,0.43,-13.49,2.20,-9.70
23823,0.76,-1.86,0.41,-15.44,3.23,-13.73
23828,0.75,-1.87,0.41,-15.01,4.58,-13.06
23833,0.77,-1.86,0.39,-14.28,9.89,-7.63
23838,0.77,-1.84,0.42,-13.79,11.17,-5.25
23843,0.75,-1.83,0.41,-13.43,10.86,-0.12
23848,0.75,-1.84,0.42,-13.18,9.28,5.68
23853,0.75,-1.84,0.40,-11.84,6.90,7.63
23858,0.75,-1.87,0.41,-12.70,9.09,9.03
23863,0.75,-1.86,0.41,-13.55,9.22,5.62
23868,0.75,-1.86,0.41,-14.53,8.48,1.71
23873,0.75,-1.87,0.41,-15.38,8.06,-1.53
23878,0.75,-1.85,0.41,-14.77,9.09,-1.95
23883,0.76,-1.84,0.41,-18.55,10.25,4.70
23888,0.76,-1.83,0.43,-17.76,9.64,11.41
23893,0.73,-1.84,0.41,-18.92,6.90,20.14
23898,0.76,-1.85,0.41,-17.94,4.58,24.96
23903,0.75,-1.84,0.44,-18.98,4.76,28.14
23908,0.75,-1.85,0.42,-19.90,6.23,26.92
23913,0.75,-1.87,0.41,-19.35,6.35,19.78
23918,0.74,-1.88,0.40,-21.30,6.59,14.04
23923,0.75,-1.87,0.43,-22.22,4.94,14.16
23928,0.76,-1.86,0.41,-22.03,4.82,16.42
23933,0.75,-1.84,0.43,-23.25,6.71,22.46
23938,0.75,-1.85,0.41,-23.93,5.86,27.16
23943,0.74,-1.87,0.40,-21.73,5.13,27.77
23948,0.74,-1.88,0.39,-21.24,4.58,27.40
23953,0.74,-1.88,0.41,-20.57,3.66,24.72
23958,0.74,-1.87,0.41,-20.75,3.30,19.84
23963,0.74,-1.88,0.41,-19.84,5.74,16.54
23968,0.76,-1.87,0.41,-19.65,5.92,15.63
23973,0.74,-1.86,0.40,-19.65,6.10,15.26
23978,0.73,-1.87,0.41,-17.03,4.21,15.44
23983,0.75,-1.86,0.40,-17.27,4.58,18.55
23988,0.76,-1.86,0.39,-16.66,5.98,21.91
23993,0.76,-1.87,0.42,-17.64,7.20,26.73
23998,0.76,-1.84,0.43,-15.26,7.75,29.85
24003,0.74,-1.84,0.41,-17.88,7.51,29.91
24008,0.74,-1.86,0.42,-18.31,5.98,30.33
24013,0.74,-1.85,0.43,-20.14,4.03,29.17
24018,0.74,-1.85,0.41,-22.34,4.82,26.55
24023,0.74,-1.85,0.41,-22.52,9.09,25.09
24028,0.75,-1.86,0.42,-23.13,11.11,28.81
24033,0.73,-1.86,0.42,-21.24,9.09,34.79
24038,0.73,-1.87,0.41,-20.57,6.10,36.19
24043,0.74,-1.88,0.41,-19.59,5.55,35.34
24048,0.75,-1.85,0.42,-20.08,6.71,33.94
24053,0.74,-1.86,0.42,-19.04,10.13,30.27
24058,0.75,-1.86,0.39,-21.36,11.35,31.74
24063,0.76,-1.85,0.42,-22.09,11.72,36.19
24068,0.75,-1.87,0.42,-21.30,11.47,41.20
24073,0.73,-1.86,0.41,-22.58,10.01,46.14
24078,0.74,-1.87,0.42,-19.96,5.68,49.50
24083,0.74,-1.86,0.40,-21.12,4.33,50.90
24088,0.74,-1.88,0.41,-20.02,5.98,48.10
24093,0.73,-1.89,0.41,-22.03,6.71,43.09
24098,0.74,-1.88,0.41,-21.24,10.93,38.02
24103,0.74,-1.88,0.42,-22.09,10.68,35.34
24108,0.72,-1.87,0.39,-21.73,13.12,36.25
24113,0.73,-1.87,0.43,-21.18,12.33,39.61
24118,0.74,-1.87,0.40,-20.45,10.01,43.76
24123,0.73,-1.86,0.43,-19.78,7.08,46.51
24128,0.73,-1.86,0.42,-18.49,6.53,47.06
24133,0.72,-1.87,0.42,-19.23,6.53,45.90
24138,0.72,-1.87,0.43,-20.57,5.98,42.85
24143,0.71,-1.87,0.41,-20.39,6.53,40.34
