98565,2.05,-0.37,0.08,-20.63,1.22,10.74
98570,2.05,-0.36,0.07,-21.30,1.95,10.93
98575,2.04,-0.35,0.08,-20.81,0.67,11.17
98580,2.04,-0.35,0.08,-21.36,1.59,13.55
98585,2.05,-0.37,0.06,-21.30,-0.31,13.31
98590,2.04,-0.36,0.08,-20.81,1.28,12.94
98595,2.05,-0.37,0.07,-21.24,2.08,12.15
98600,2.05,-0.37,0.07,-20.45,1.46,10.56
98605,2.05,-0.36,0.09,-20.39,0.55,13.18
98610,2.05,-0.36,0.08,-19.59,2.44,13.49
98615,2.06,-0.37,0.08,-21.73,1.10,14.47
98620,2.03,-0.37,0.09,-21.18,0.37,13.61
98625,2.03,-0.36,0.07,-20.87,0.12,12.94
98630,2.04,-0.37,0.08,-21.42,-0.98,11.84
98635,2.04,-0.35,0.06,-22.71,-1.40,13.06
98640,2.05,-0.36,0.06,-21.97,-1.89,13.49
98645,2.05,-0.37,0.07,-20.39,-1.04,13.92
98650,2.06,-0.38,0.09,-20.87,-2.01,11.35
98655,2.05,-0.37,0.08,-20.32,-1.77,13.06
98660,2.05,-0.36,0.07,-22.46,-1.04,11.05
98665,2.04,-0.37,0.09,-20.81,-0.79,11.11
98670,2.05,-0.38,0.07,-21.91,-0.06,12.02
98675,2.04,-0.37,0.07,-20.69,-0.37,11.11
98680,2.06,-0.38,0.06,-23.01,-0.43,10.56
98685,2.05,-0.37,0.08,-23.62,0.55,9.58
98690,2.04,-0.38,0.06,-22.83,0.37,10.01
98695,2.04,-0.38,0.07,-22.03,1.59,8.61
98700,2.04,-0.37,0.06,-22.28,2.32,5.98
98705,2.04,-0.37,0.07,-22.22,2.99,6.47
98710,2.05,-0.38,0.07,-23.50,2.56,5.49
98715,2.04,-0.37,0.07,-24.48,3.36,7.20
98720,2.05,-0.37,0.07,-23.93,4.27,6.77
98725,2.04,-0.37,0.07,-23.38,4.15,6.29
98730,2.05,-0.38,0.07,-21.85,3.85,6.59
98735,2.04,-0.36,0.06,-21.36,3.97,6.96
98740,2.05,-0.36,0.07,-21.36,3.78,6.10
98745,2.03,-0.36,0.08,-20.39,2.69,6.77
98750,2.05,-0.35,0.07,-22.03,2.81,7.93
98755,2.04,-0.37,0.08,-21.91,1.65,10.44
98760,2.04,-0.35,0.07,-21.91,0.92,10.31
98765,2.05,-0.36,0.07,-21.55,0.79,11.78
98770,2.06,-0.37,0.07,-21.73,1.34,13.31
98775,2.06,-0.37,0.08,-20.94,1.04,13.43
98780,2.03,-0.36,0.06,-20.51,1.95,13.92
98785,2.04,-0.35,0.08,-20.26,2.01,16.54
98790,2.04,-0.36,0.09,-22.28,2.44,14.71
98795,2.05,-0.37,0.08,-21.73,1.46,15.69
98800,2.05,-0.37,0.07,-21.24,3.17,15.08
98805,2.05,-0.38,0.05,-20.14,2.99,14.65
98810,2.05,-0.36,0.06,-21.42,2.69,14.04
98815,2.04,-0.38,0.06,-21.36,3.36,11.41
98820,2.04,-0.39,0.07,-22.03,3.97,10.62
98825,2.04,-0.38,0.08,-21.42,2.62,9.28
98830,2.05,-0.37,0.07,-22.09,3.42,9.58
98835,2.04,-0.37,0.07,-21.42,3.97,8.85
98840,2.04,-0.38,0.06,-22.34,4.15,8.24
98845,2.05,-0.37,0.07,-22.95,4.58,8.36
98850,2.05,-0.37,0.08,-23.80,4.76,7.69
98855,2.05,-0.37,0.08,-22.71,3.72,8.06
98860,2.04,-0.37,0.08,-21.48,2.99,6.84
98865,2.06,-0.38,0.08,-20.20,2.26,6.71
98870,2.05,-0.37,0.07,-21.48,1.59,8.18
98875,2.04,-0.36,0.08,-20.26,1.22,9.03
98880,2.05,-0.35,0.07,-21.55,2.01,10.44
98885,2.04,-0.35,0.08,-21.18,4.03,10.80
98890,2.05,-0.36,0.06,-21.97,2.50,12.21
98895,2.05,-0.36,0.08,-20.45,1.46,14.71
98900,2.05,-0.36,0.07,-21.06,-0.06,16.60
98905,2.05,-0.36,0.06,-20.57,0.00,16.97
98910,2.04,-0.37,0.07,-20.45,1.10,18.01
98915,2.06,-0.36,0.08,-20.26,1.59,18.07
98920,2.04,-0.37,0.05,-21.24,0.98,16.78
98925,2.04,-0.38,0.07,-21.79,2.56,15.63
98930,2.04,-0.38,0.08,-21.06,2.44,15.32
98935,2.03,-0.38,0.07,-20.75,2.93,12.94
98940,2.04,-0.37,0.08,-20.75,3.48,12.94
98945,2.05,-0.39,0.08,-22.34,2.50,9.77
98950,2.04,-0.38,0.08,-22.09,3.91,10.13
98955,2.04,-0.37,0.06,-21.30,2.38,11.47
98960,2.06,-0.38,0.07,-21.36,4.27,9.83
98965,2.05,-0.37,0.08,-21.24,6.04,9.77
98970,2.04,-0.36,0.07,-19.78,6.65,10.01
98975,2.05,-0.37,0.07,-20.26,6.59,10.99
98980,2.03,-0.35,0.07,-20.39,5.31,14.53
98985,2.05,-0.37,0.06,-22.34,4.09,14.71
98990,2.05,-0.38,0.07,-23.19,4.09,15.44
98995,2.04,-0.38,0.06,-22.52,3.72,11.84
99000,2.04,-0.39,0.08,-21.42,3.30,11.54
99005,2.05,-0.39,0.07,-21.97,4.94,11.23
99010,2.05,-0.38,0.05,-20.57,5.55,8.91
99015,2.05,-0.38,0.08,-20.69,6.65,8.24
99020,2.04,-0.38,0.08,-22.03,6.04,7.63
99025,2.05,-0.36,0.09,-20.14,4.03,8.48
99030,2.04,-0.36,0.08,-21.61,4.39,7.93
99035,2.04,-0.36,0.07,-21.67,3.66,9.70
99040,2.04,-0.35,0.09,-20.69,2.32,8.67
99045,2.06,-0.36,0.08,-20.57,2.32,11.78
99050,2.06,-0.35,0.08,-21.24,1.10,13.67
