137761,1.40,-0.53,0.64,-75.13,137.39,-186.65
137766,1.42,-0.57,0.65,-66.16,139.28,-67.44
137771,1.35,-0.69,0.72,-58.35,142.82,65.06
137776,1.24,-0.88,0.77,-42.97,127.93,168.21
137781,1.46,-1.23,0.82,-26.67,125.00,209.78
137786,1.59,-1.42,0.86,-20.87,144.41,212.52
137791,1.39,-1.59,0.90,-0.31,138.85,178.53
137796,1.35,-1.66,0.90,1.10,118.65,115.54
137801,1.45,-1.67,0.86,-3.42,107.36,38.39
137806,1.42,-1.63,0.82,-13.18,95.95,-44.92
137811,1.31,-1.52,0.79,-23.99,76.84,-120.85
137816,1.27,-1.46,0.79,-26.67,64.70,-154.05
137821,1.26,-1.39,0.77,-17.09,45.78,-170.10
137826,1.22,-1.32,0.77,-6.29,26.67,-170.17
137831,1.19,-1.23,0.78,6.84,7.14,-149.96
137836,1.20,-1.18,0.78,18.01,-14.22,-114.75
137841,1.22,-1.19,0.79,27.59,-31.98,-76.60
137846,1.25,-1.22,0.81,38.33,-48.22,-38.51
137851,1.29,-1.25,0.82,51.64,-62.26,-1.46
137856,1.33,-1.29,0.83,59.63,-74.22,21.24
137861,1.35,-1.30,0.84,65.55,-87.89,37.05
137866,1.40,-1.28,0.80,66.16,-95.09,52.12
137871,1.45,-1.24,0.79,64.21,-95.09,67.38
137876,1.47,-1.19,0.76,62.32,-94.97,82.82
137881,1.51,-1.14,0.75,61.65,-92.53,100.77
137886,1.53,-1.13,0.74,62.93,-86.18,127.01
137891,1.58,-1.14,0.72,68.30,-77.33,152.65
137896,1.60,-1.18,0.69,70.98,-63.78,170.35
137901,1.60,-1.19,0.70,73.30,-51.51,179.38
137906,1.63,-1.22,0.69,68.97,-40.28,178.04
137911,1.65,-1.22,0.67,63.60,-27.47,165.47
137916,1.68,-1.23,0.62,54.08,-9.58,144.78
137921,1.69,-1.22,0.64,42.72,12.70,118.23
137926,1.69,-1.23,0.64,34.73,29.36,85.75
137931,1.67,-1.28,0.65,25.70,46.02,42.42
137936,1.70,-1.31,0.65,23.44,54.99,3.54
137941,1.73,-1.34,0.65,21.24,71.59,-49.19
137946,1.74,-1.35,0.67,14.22,90.03,-107.42
137951,1.77,-1.31,0.65,5.43,108.09,-154.11
137956,1.78,-1.28,0.64,-8.54,126.28,-194.70
137961,1.77,-1.24,0.66,-28.69,156.37,-233.09
137966,1.76,-1.19,0.65,-37.84,172.61,-247.68
137971,1.78,-1.14,0.66,-49.68,192.08,-264.89
137976,1.78,-1.07,0.66,-61.83,212.22,-263.73
137981,1.70,-1.01,0.66,-76.66,230.35,-249.15
137986,1.66,-0.96,0.67,-88.62,242.43,-225.22
137991,1.62,-0.96,0.68,-100.46,253.11,-195.98
137996,1.59,-0.94,0.65,-106.14,268.01,-163.09
138001,1.56,-0.96,0.65,-113.71,279.24,-131.29
138006,1.53,-0.97,0.69,-120.79,287.60,-96.07
138011,1.49,-0.99,0.70,-129.39,289.37,-65.31
138016,1.47,-1.08,0.73,-134.95,289.92,-43.40
138021,1.48,-1.14,0.79,-135.86,288.51,-24.54
138026,1.37,-1.13,0.82,-136.17,280.03,-15.50
138031,1.29,-1.13,0.86,-137.70,262.15,-7.14
138036,1.38,-1.20,0.88,-137.94,254.64,-14.53
138041,1.40,-1.25,0.88,-139.10,248.66,-33.87
138046,1.33,-1.28,0.92,-138.67,227.72,-53.71
138051,1.35,-1.32,0.94,-134.83,208.86,-72.27
138056,1.38,-1.34,0.94,-132.20,191.41,-92.53
138061,1.33,-1.27,0.92,-131.29,169.86,-102.66
138066,1.33,-1.19,0.89,-135.99,152.65,-101.81
138071,1.38,-1.15,0.87,-136.60,147.58,-84.47
138076,1.39,-1.13,0.87,-134.52,141.66,-67.08
138081,1.40,-1.12,0.87,-132.81,131.77,-28.38
138086,1.37,-1.12,0.87,-124.15,126.10,26.98
138091,1.27,-1.12,0.91,-112.18,104.98,73.24
138096,1.26,-1.11,0.89,-100.52,86.06,141.42
138101,1.25,-1.11,0.88,-87.65,75.38,211.06
138106,1.27,-1.14,0.88,-73.97,67.93,276.37
138111,1.25,-1.17,0.88,-58.35,51.94,340.82
138116,1.26,-1.18,0.89,-50.42,41.02,389.59
138121,1.27,-1.21,0.87,-35.22,31.25,441.22
