23388,1.42,-1.45,0.22,-23.99,20.14,4.64
23393,1.42,-1.43,0.20,-24.23,17.82,6.47
23398,1.41,-1.44,0.20,-25.09,15.99,13.73
23403,1.42,-1.44,0.20,-23.68,13.37,19.04
23408,1.43,-1.45,0.21,-26.25,12.45,20.39
23413,1.43,-1.48,0.21,-25.27,11.96,21.73
23418,1.45,-1.47,0.18,-25.76,11.72,21.42
23423,1.44,-1.48,0.21,-31.37,12.08,17.70
23428,1.43,-1.49,0.20,-32.29,8.67,16.72
23433,1.47,-1.47,0.19,-33.69,8.67,22.03
23438,1.45,-1.50,0.18,-34.42,11.90,17.64
23443,1.45,-1.52,0.19,-33.81,14.83,10.01
23448,1.45,-1.51,0.18,-30.64,15.81,8.18
23453,1.44,-1.51,0.19,-29.36,17.09,10.13
23458,1.45,-1.50,0.19,-28.50,17.03,7.87
23463,1.45,-1.51,0.21,-25.02,17.64,7.75
23468,1.45,-1.50,0.20,-21.36,17.64,9.40
23473,1.45,-1.51,0.21,-17.88,17.03,9.52
23478,1.44,-1.48,0.21,-15.08,16.30,8.24
23483,1.46,-1.49,0.19,-17.82,17.52,7.02
23488,1.44,-1.48,0.21,-18.55,16.30,7.81
23493,1.46,-1.47,0.20,-16.11,17.21,17.33
23498,1.43,-1.48,0.21,-17.09,18.01,13.67
23503,1.45,-1.47,0.20,-16.54,19.78,10.62
23508,1.47,-1.48,0.19,-15.87,22.16,13.31
23513,1.46,-1.47,0.19,-16.05,21.12,13.98
23518,1.45,-1.47,0.20,-14.53,23.50,12.33
23523,1.45,-1.46,0.21,-15.38,21.85,15.32
23528,1.46,-1.46,0.21,-15.44,20.94,17.82
23533,1.45,-1.46,0.21,-14.95,20.45,18.86
23538,1.44,-1.45,0.20,-14.16,19.04,19.65
23543,1.44,-1.45,0.21,-17.33,17.40,20.57
23548,1.44,-1.45,0.21,-20.08,14.95,19.10
23553,1.43,-1.45,0.20,-21.48,18.07,21.00
23558,1.44,-1.44,0.22,-24.23,16.66,20.39
23563,1.42,-1.46,0.18,-25.09,16.85,18.55
23568,1.44,-1.45,0.20,-30.40,15.38,18.49
23573,1.43,-1.44,0.21,-30.76,16.78,20.69
23578,1.43,-1.47,0.19,-30.94,16.48,21.30
23583,1.43,-1.48,0.20,-31.62,16.54,19.17
