17251,1.16,-1.74,0.11,-21.00,3.54,15.44
17256,1.15,-1.74,0.13,-20.02,3.30,13.55
17261,1.16,-1.74,0.13,-22.46,3.72,5.80
17266,1.16,-1.74,0.13,-21.00,3.11,0.92
17271,1.16,-1.72,0.13,-19.17,1.65,-1.34
17276,1.17,-1.71,0.11,-21.42,1.28,-1.28
17281,1.15,-1.71,0.11,-21.06,1.77,0.85
17286,1.16,-1.69,0.10,-22.16,1.77,1.71
17291,1.17,-1.70,0.10,-23.44,4.03,4.88
17296,1.16,-1.70,0.11,-22.46,5.92,8.54
17301,1.16,-1.69,0.09,-20.87,4.39,12.76
17306,1.16,-1.71,0.11,-21.73,1.71,11.72
17311,1.16,-1.71,0.09,-22.40,2.14,13.00
17316,1.17,-1.71,0.11,-21.18,2.75,12.45
17321,1.18,-1.71,0.13,-24.17,2.87,12.02
17326,1.16,-1.72,0.10,-24.48,1.04,9.40
17331,1.17,-1.73,0.11,-23.56,-0.18,10.50
17336,1.17,-1.71,0.10,-24.60,1.40,12.33
17341,1.16,-1.72,0.12,-23.93,0.79,11.05
17346,1.16,-1.72,0.11,-22.71,1.59,10.99
17351,1.15,-1.72,0.13,-22.52,1.34,10.19
17356,1.16,-1.70,0.13,-22.64,0.12,8.73
17361,1.17,-1.70,0.10,-21.73,-0.06,7.81
17366,1.17,-1.71,0.09,-24.60,1.22,7.69
17371,1.17,-1.70,0.13,-21.97,1.65,9.77
17376,1.15,-1.70,0.13,-23.68,2.75,11.17
17381,1.13,-1.69,0.11,-25.39,3.30,13.79
17386,1.14,-1.69,0.10,-23.68,2.99,15.08
17391,1.14,-1.69,0.11,-24.29,0.85,15.44
17396,1.16,-1.70,0.10,-23.01,1.65,14.22
17401,1.15,-1.71,0.10,-24.48,3.42,17.03
17406,1.14,-1.72,0.10,-23.99,1.71,15.69
17411,1.15,-1.72,0.11,-23.56,2.69,14.04
17416,1.15,-1.72,0.10,-23.68,0.61,13.24
17421,1.16,-1.71,0.10,-23.99,0.49,11.29
17426,1.15,-1.71,0.11,-23.07,-0.18,10.99
