132191,1.01,-1.80,-0.02,-23.86,1.59,27.34
132196,1.00,-1.80,-0.02,-24.29,0.92,29.54
132201,1.00,-1.80,-0.02,-25.76,0.43,28.75
132206,1.01,-1.81,-0.04,-25.70,1.77,29.85
132211,1.00,-1.81,-0.04,-25.02,1.16,31.56
132216,1.01,-1.80,-0.05,-25.09,0.73,29.48
132221,0.99,-1.79,-0.01,-24.05,2.14,30.46
132226,0.99,-1.80,-0.03,-24.48,1.95,31.62
132231,0.99,-1.79,-0.04,-25.57,2.32,32.41
132236,1.01,-1.81,-0.04,-25.33,3.91,33.81
132241,1.01,-1.79,-0.04,-26.37,0.73,34.30
132246,0.99,-1.80,-0.01,-26.12,0.49,36.13
132251,1.01,-1.81,-0.05,-26.86,2.08,35.89
132256,1.01,-1.81,-0.04,-27.53,2.62,36.80
132261,1.00,-1.81,-0.02,-28.02,2.14,37.66
132266,1.00,-1.81,-0.01,-27.53,2.56,38.82
132271,0.98,-1.83,-0.00,-30.58,-2.08,35.95
132276,0.99,-1.79,-0.02,-32.71,-3.05,36.07
132281,0.99,-1.81,-0.02,-32.10,-0.85,35.40
132286,0.98,-1.80,-0.02,-33.51,-2.14,32.90
132291,0.99,-1.82,-0.02,-33.75,-3.72,30.94
132296,0.98,-1.80,-0.04,-33.69,-3.97,29.79
132301,0.99,-1.81,-0.01,-34.06,-6.90,29.11
132306,0.99,-1.80,-0.03,-33.02,-6.84,29.05
132311,0.99,-1.81,-0.04,-31.25,-6.23,29.48
132316,1.00,-1.81,-0.03,-27.22,-5.68,32.96
132321,0.99,-1.82,-0.02,-23.99,-6.04,34.73
132326,0.98,-1.81,-0.02,-21.24,-9.77,37.11
132331,0.95,-1.82,-0.00,-19.35,-15.93,37.29
132336,0.97,-1.80,-0.00,-18.86,-19.04,33.14
132341,1.02,-1.86,0.03,-6.04,-17.27,41.32
132346,0.95,-1.79,0.00,-10.38,-29.54,36.99
132351,0.95,-1.79,-0.03,-13.98,-37.35,32.65
132356,1.03,-1.84,-0.02,-3.42,-30.52,37.35
132361,1.04,-1.79,-0.05,-6.53,-25.82,36.80
132366,0.98,-1.81,-0.01,-1.83,-31.37,40.83
132371,1.00,-1.79,-0.00,-4.76,-34.73,37.05
132376,1.00,-1.81,-0.03,-2.50,-33.75,43.76
132381,0.99,-1.80,-0.04,-4.03,-33.39,40.41
132386,0.99,-1.79,-0.03,-5.19,-28.26,44.37
132391,1.00,-1.83,-0.01,0.49,-22.77,55.91
132396,1.05,-1.86,0.02,6.77,-15.01,54.81
132401,1.00,-1.81,-0.00,-3.17,-19.04,31.80
132406,0.97,-1.75,-0.03,-13.06,-23.93,30.70
