,Unnamed: 0,0_Area under the curve,0_Autocorrelation,0_Centroid,0_Mean absolute diff,0_Mean diff,0_Median absolute diff,0_Median diff,0_Negative turning points,0_Neighbourhood peaks,0_Positive turning points,0_Signal distance,0_Slope,0_Sum absolute diff,0_Zero crossing rate,sujeto,inicio_ventana,fin_ventana,duracion_ventana,#cortes,cortes_por_segundo,labels
39,39,451.2067913297542,8.0,431.8572028241254,0.0773282646069242,-0.0006617114928093,0.0793977339166196,-0.0112037010842425,30.0,29.0,29.0,1002.9096348597216,-0.0002799225086859,77.25093634231735,55.0,dafne,11.18,16.18,5.0,29,5.8,0
40,40,326.5243691339716,8.0,388.76315098007376,0.0644409329456123,0.0005018979072825,0.063287083165076,-0.0016440131018725,20.0,20.0,21.0,741.1588227361784,1.7407161340916224e-05,47.62184944680749,35.0,dafne,16.18,21.18,5.0,21,4.2,1
41,41,410.6109624460663,8.0,464.94478715853984,0.0653105638178069,-0.0007389881153441,0.0649630058320323,-0.0039188145877411,28.0,25.0,29.0,936.8390134824226,-8.472908791504655e-05,61.00006660583166,45.0,dafne,21.18,26.18,5.0,26,5.2,0
42,42,505.5840950354636,8.0,518.559378058214,0.0788747961438508,0.0018685582855347,0.0781873691093941,-0.0087488769479227,29.0,27.0,28.0,1003.2272961362936,0.000245941516423,78.79592134770695,51.0,dafne,26.18,31.18,5.0,28,5.6,0
43,43,544.4474118481971,9.0,509.2350080922688,0.0816203701658465,0.0001291075222288,0.0807953506740647,-0.0040095598437892,29.0,27.0,29.0,995.5223791427818,-5.643389681907064e-05,80.88578683435388,46.0,dafne,31.18,36.18,5.0,27,5.4,1
44,44,579.3110584336623,9.0,551.5646694628807,0.0750252469494879,-0.0002520428589422,0.0774439363528517,-0.0086228707731336,26.0,25.0,26.0,1002.7204811063876,0.0002896575499833,74.9502217025385,44.0,dafne,36.18,41.18,5.0,26,5.2,1
45,45,531.8947909208706,9.0,474.4508561860905,0.0795130078851473,-0.0013714039138832,0.0748089235427013,-0.011087989454176,29.0,27.0,28.0,986.3678729830448,-0.000854395573474,78.08177374321471,45.0,dafne,41.18,46.18,5.0,23,4.6,1
46,46,429.0153814873545,8.0,363.46248266101054,0.088553569512314,0.0011957141676769,0.0887113843579237,0.001597445516578,22.0,19.0,22.0,766.2390767916265,0.0006951466288986,67.47781996838327,39.0,dafne,46.18,51.18,5.0,20,4.0,1
47,47,526.5376707922967,8.0,441.2928822874002,0.0821108217905137,0.0004586330485287,0.0803362530030508,-0.0022692888504221,25.0,23.0,26.0,942.3591468133488,1.1040683911447602e-05,77.01995083950187,44.0,dafne,51.18,56.18,5.0,25,5.0,0
48,48,601.1987393380462,9.0,479.9510060578038,0.0899794628122763,-0.0004939936385422,0.0857805522125477,-0.0098816437964819,31.0,24.0,31.0,1004.8251174926204,-0.0004134185744743,89.8894833494641,50.0,dafne,56.18,61.18,5.0,26,5.2,0
49,49,601.9236388122629,9.0,509.38650212648287,0.0904486619884812,-0.0003110772330299,0.0900774910420936,-0.0088414613645418,30.0,25.0,30.0,1004.6802488226851,0.0001342150243306,90.35821332649276,50.0,dafne,61.18,66.18,5.000000000000007,25,4.999999999999993,1
50,50,168.81482612623688,10.0,189.9305937931816,0.074321964472195,-0.0051567231120946,0.0680864377101834,-0.0032049698797199,11.0,6.0,10.0,304.2467127919893,-0.002050217519147,22.519555235075117,13.0,dafne,66.18,67.7,1.519999999999996,6,3.947368421052642,1
51,51,620.8113129881194,8.0,567.9274457050943,0.0903435330026363,0.0021744545861201,0.0944307109005015,0.0005025887426553,29.0,28.0,29.0,1004.2066544865468,0.0008386261372287,90.25318946963368,55.0,hussein,4.55,9.55,5.000000000000001,29,5.799999999999999,0
52,52,564.7782612032495,7.0,446.9125167221633,0.096013929814611,0.0002730822686312,0.1055522828874997,0.0016303802501858,30.0,29.0,29.0,1004.625807443862,-0.000226296857719,95.9179158847964,60.0,hussein,9.55,14.55,5.0,29,5.8,0
53,53,524.4099566280709,8.0,540.3743646289666,0.0876321832345976,-0.0007900646983387,0.0951956269399375,-0.0084279034595456,28.0,28.0,29.0,1003.6596383963922,0.0003157955058583,87.54455105136307,56.0,hussein,14.55,19.55,5.0,29,5.8,0
54,54,521.8573745731321,8.0,540.924191888472,0.0884487541172437,0.0007660248760193,0.0945176239843,-0.0071803487526496,29.0,28.0,28.0,1003.8323763950656,0.0001456937202437,88.36030536312649,57.0,hussein,19.550000000000004,24.550000000000004,5.0,28,5.6,1
55,55,408.3425278077518,7.0,470.3628676410829,0.0713416972491323,-0.0011223010883286,0.0724383242880067,-0.0155816309831925,29.0,28.0,29.0,1002.219882714891,-2.2742003899297636e-05,71.2703555518832,57.0,hussein,24.550000000000004,29.550000000000004,5.0,29,5.8,0
56,56,391.9820825445046,8.0,535.8649626551955,0.0676056514648256,0.0008479378201801,0.0694339582715958,-0.0109926389828696,28.0,27.0,29.0,1000.947090791794,0.0003929358496823,67.47044016189604,57.0,hussein,29.550000000000004,34.550000000000004,5.0,29,5.8,0
57,57,330.9491251955159,8.0,473.4489856683117,0.0568070088552432,-0.0011681713866411,0.0579097823896769,-0.0138896990717943,28.0,28.0,28.0,1001.0763116591052,-0.0001882599501289,56.75020184638804,57.0,hussein,34.550000000000004,39.55,5.0,28,5.6,1
58,58,451.04242785010285,7.0,503.268817859196,0.0801548844702268,0.0009058734010079,0.0835064042060323,-0.0095008332701265,29.0,28.0,29.0,1003.1150769042088,2.2270791765632297e-05,80.07472958575664,57.0,hussein,39.55,44.55,5.0,29,5.8,0
59,59,431.0153270418165,7.0,475.1257666937394,0.0761928029450461,-0.0003436296756432,0.0794488554883548,-0.0168134157818141,29.0,28.0,28.0,1002.6437365552694,-0.0001593560652769,76.11661014210114,57.0,hussein,44.55,49.55,5.0,28,5.6,1
60,60,303.43708606305734,8.0,478.2742812114061,0.0523062481944362,0.0003168336961361,0.0526707152672993,-0.0119207297938988,28.0,28.0,29.0,1000.7973184684264,0.0003004659216548,52.25394194624178,57.0,hussein,49.55,54.55,5.0,29,5.8,0
61,61,358.63625023310465,7.0,505.109110849788,0.0653085609478497,0.0001576502745612,0.0675648607749124,-0.0123032831330054,29.0,28.0,29.0,1001.6997791492508,-3.678324224184044e-05,65.24325238690193,58.0,hussein,54.55,59.55,5.0,29,5.8,0
62,62,316.15147117045984,8.0,470.6350493713176,0.0551578316594904,-9.637296828366134e-06,0.0545892951862258,-0.0141353277307556,28.0,27.0,28.0,1000.9611614973428,-3.4393526416712874e-05,55.10267382783096,56.0,hussein,59.55,64.55000000000001,5.000000000000007,28,5.599999999999992,1
63,63,119.31737931073452,8.0,284.1156108470258,0.0353278250433228,-0.0007526182562185,0.0292169729085617,-0.0022291757635069,21.0,17.0,20.0,568.5429950242963,-4.874161633470321e-05,20.06620462460737,35.0,hussein,64.55000000000001,67.4,2.8499999999999943,18,6.315789473684223,0
64,64,431.73330668669263,8.0,438.7699778843942,0.0714775436765066,0.0010908886429059,0.0691889162032635,-0.0148013379628998,29.0,28.0,28.0,1002.4630615368488,9.444249911427992e-05,71.40606613283013,56.0,jesus,3.6,8.6,5.0,28,5.6,0
65,65,513.2647793329985,7.0,474.0220414409614,0.0892655998588891,0.0003710610529571,0.0913143827779535,0.0072893109784276,28.0,28.0,29.0,1004.2765783336116,-0.0003058154326089,89.17633425903028,58.0,jesus,8.6,13.6,5.0,29,5.8,0
66,66,514.2859222479493,7.0,505.6962756919813,0.0894818960647414,-0.0001676914649872,0.0866070881380144,0.0133497218045786,29.0,29.0,29.0,1004.290764407794,-0.000213879497669,89.39241416867674,58.0,jesus,13.6,18.6,5.000000000000002,29,5.799999999999998,1
67,67,509.0665841894229,8.0,472.4757508028391,0.0850319686420955,0.0013194016775298,0.0854292491282802,0.0181939469607969,30.0,29.0,30.0,1003.7933288760292,0.0003517452083526,84.9469366734535,53.0,jesus,18.6,23.6,5.0,30,6.0,0
68,68,434.3322060163191,8.0,569.9198030663695,0.0717294955299512,-0.0002140599389338,0.0698919211590886,0.0233628226490904,30.0,29.0,30.0,1002.3681171851116,0.0003791016595034,71.6577660344213,54.0,jesus,23.6,28.6,5.0,30,6.0,0
69,69,466.113788509545,8.0,507.44766559693136,0.0806774201708018,-0.0006384019630914,0.0824544559728034,0.0121562149510484,31.0,31.0,31.0,1003.2261207500892,0.0004810181938852,80.596742750631,61.0,jesus,28.6,33.6,5.0,30,6.0,0
70,70,472.04430971750446,8.0,447.3488250784462,0.0815567952395343,0.0003767861478254,0.0762675722618105,0.0284367874902391,30.0,29.0,29.0,1003.4512619480716,-0.0003448381700105,81.4752384442948,57.0,jesus,33.6,38.6,5.0,29,5.8,1
71,71,515.9739672499024,8.0,498.1549637053184,0.0804281950786748,2.68302207206814e-05,0.0743313214849001,0.0319898524103139,28.0,28.0,29.0,1003.332942454721,-2.562413681227676e-05,80.34776688359614,52.0,jesus,38.6,43.6,5.0,29,5.8,0
72,72,518.1545487277547,7.0,506.4092106008175,0.0855693378537603,0.0005404085961846,0.0800403255459618,0.0384549739403728,29.0,28.0,28.0,1003.827817701316,7.716673332684073e-05,85.48376851590658,56.0,jesus,43.6,48.6,5.0,28,5.6,1
73,73,529.7952505310832,8.0,495.9679121877175,0.0875764184693053,-0.0007954841986753,0.0810129646904556,0.0336443966198305,29.0,29.0,29.0,1004.0793899048848,-0.0005562003245347,87.488842050836,57.0,jesus,48.6,53.6,5.0,29,5.8,0
74,74,513.7387441893745,7.0,518.6563185108447,0.0907026739414381,0.0007531316558596,0.0860775510762557,0.034306824294757,29.0,28.0,28.0,1004.3862341834422,-1.9613342634156036e-05,90.61197126749676,57.0,jesus,53.6,58.6,5.0,28,5.6,1
75,75,404.49479841664265,8.0,411.67983439553626,0.0885359388898713,-0.0025035543065295,0.0814451269895428,0.0358890315298212,22.0,20.0,23.0,789.1712964790199,0.0002369312590801,69.500712028549,41.0,jesus,58.6,62.53,3.93,22,5.597964376590332,1
76,76,419.9983540269139,11.0,408.0955467206426,0.0457617639016793,0.0013136087854616,0.0395926647959073,-0.0020454729092196,31.0,30.0,30.0,1000.6024915401896,-4.022733274411836e-05,45.716002137777664,38.0,jonathan,4.07,9.07,5.0,29,5.8,0
77,77,376.53932250155,9.0,365.3628970035582,0.0674503024109751,-7.206254874390448e-05,0.0646062323175752,0.0041433643032939,22.0,23.0,23.0,822.4771786328872,-0.0001720664568284,55.309247976999615,38.0,jonathan,9.07,14.07,5.0,22,4.4,1
78,78,428.14841298498345,9.0,550.2241598905315,0.0607081344360475,0.0001251809788422,0.0599167224847528,-0.0010352506053868,28.0,27.0,27.0,1001.4574410307694,0.0002459873962098,60.64742630161148,47.0,jonathan,14.07,19.07,5.0,27,5.4,0
79,79,558.3254798584642,9.0,457.2371458903456,0.0582333512027639,0.0007825884754916,0.0572583168005045,0.0025954246842131,27.0,27.0,27.0,1001.1843927751972,-0.0003230540068604,58.17511785156118,30.0,jonathan,19.07,24.07,5.0,27,5.4,0
80,80,433.58448844232936,8.0,487.8736539658303,0.0734187061730038,-0.0013550301354191,0.0749292507713439,-0.0055742889363069,28.0,28.0,29.0,1000.536460409696,-0.0001224029523213,73.19845005448488,55.0,jonathan,24.07,29.07,5.0,29,5.8,0
81,81,448.085954084379,8.0,503.0743574740208,0.0694497112085006,0.001202744518875,0.0711991570153416,-0.0056519316324206,28.0,27.0,27.0,1002.1794940006184,-0.0001029741576316,69.38026149729211,53.0,jonathan,29.07,34.07,5.0,26,5.2,1
82,82,416.930619425703,9.0,506.2357969774282,0.060319184032608,-0.001704986271418,0.0580151975243783,-0.0091938396269655,27.0,26.0,27.0,1001.5266618906109,-0.0002301357894004,60.25886484857541,49.0,jonathan,34.07,39.07,5.0,26,5.2,0
83,83,400.4000357804365,9.0,454.4938458129822,0.0570360237595986,0.001565299845012,0.0559080739789202,0.0030390535325466,29.0,26.0,30.0,1001.2882732983462,0.0005311796799516,56.9789877358391,53.0,jonathan,39.07,44.07,5.0,27,5.4,0
84,84,336.5892464732583,8.0,466.6539440481613,0.0552529468878765,-0.0006529677508476,0.0555544247610524,0.0021250077552283,26.0,25.0,25.0,953.959396606068,-0.0002393127105231,52.60080543725852,51.0,jonathan,44.07,49.07,5.0,25,5.0,1
85,85,336.6472404709998,8.0,469.85610271303375,0.05093017098692,0.0002058348750984,0.0498169237836046,0.0049288492603836,27.0,26.0,28.0,1000.7934466633448,0.0001943271082574,50.87924081593316,50.0,jonathan,49.07,54.07,5.0,26,5.2,0
86,86,323.6148941938393,8.0,530.9075570942517,0.0535193255519978,0.0004291924691371,0.0536245852266654,0.0029392531329605,27.0,25.0,27.0,959.8981511306192,-0.0002757069122419,51.27151387881392,48.0,jonathan,54.07,59.07,5.0,26,5.2,0
87,87,364.0666621483686,9.0,494.1987541077792,0.0554732228569543,-4.040938321940286e-05,0.0532047057531996,-4.909129114762448e-05,31.0,24.0,30.0,966.0802570318384,7.178585228063076e-05,53.476186834104,52.0,jonathan,59.07,64.07,4.999999999999993,27,5.400000000000008,0
88,88,189.1235176129648,12.0,183.11168484549583,0.0635793274533395,-0.0048164694827714,0.0648901397221899,0.0008134468400129,8.0,7.0,7.0,285.7707520385729,0.0016390411845618,18.120108324201755,9.0,jonathan,64.07,65.5,1.4300000000000068,7,4.895104895104872,1
89,89,716.6851320577493,9.0,566.6067078666064,0.0743731007905068,0.0015806897206726,0.0744996093677716,0.0034279627326693,31.0,30.0,31.0,1002.7672004479144,0.0007002474090871,74.29872768971634,21.0,juan,15.09,20.09,5.0,30,6.0,0
90,90,629.7623117202281,8.0,383.3721183067174,0.0982009313296048,-0.001468769525219,0.102772061010544,-0.0033547442605626,30.0,30.0,31.0,988.0593659567988,-0.0008234594650723,96.43331456567192,49.0,juan,20.09,25.09,5.0,31,6.2,0
91,91,528.2695867133098,7.0,521.5424149012221,0.0993932897377948,0.0008071768153867,0.1050548083867763,0.0010185148455985,31.0,31.0,32.0,1005.282209205991,-0.0002924724833246,99.2938964480571,63.0,juan,25.09,30.09,5.0,32,6.4,0
92,92,588.4507914943447,7.0,521.3620080831744,0.1055817298652875,-0.0001591667446847,0.1130692888206612,0.0006856641595311,32.0,31.0,31.0,1006.0210442916816,-0.0003035317700219,105.4761481354223,63.0,juan,30.09,35.09,5.000000000000004,31,6.199999999999996,1
93,93,5.088152521413512,3.0,6.67012617902128,0.0714887460343988,0.0595818250661564,0.0572716650655663,0.0572716650655663,0.0,0.0,1.0,10.03833906962073,0.0590754364890702,0.7148874603439883,0.0,juan,35.09,35.2,0.1099999999999994,1,9.090909090909138,0
94,94,535.7886243999392,10.0,377.86975929981935,0.0713033208494441,0.0010710493473572,0.068883053316419,-0.0060891496402851,30.0,28.0,29.0,1002.5420552737008,0.0012299165195141,71.23201752859474,50.0,olesky,5.09,10.09,5.0,25,5.0,0
95,95,430.2700410851557,8.0,539.2205162030573,0.0710023869713053,0.0006333858530287,0.0737642377898266,0.0073536571079864,29.0,28.0,29.0,1002.3052121483568,0.0002685438224387,70.93138458433407,59.0,olesky,10.09,15.09,5.0,29,5.8,0
96,96,708.0919215863373,10.0,582.06532353001,0.0544445164159195,0.0005160943038645,0.0501907656158134,0.0029427111820152,31.0,30.0,32.0,1001.1340563972916,0.0007714055219289,54.3900718995036,16.0,olesky,15.09,20.09,5.0,32,6.4,0
97,97,647.1283710242444,47.0,584.3964137941103,0.061596683098956,0.0002816817537241,0.0604524689308985,0.0026329281529591,31.0,30.0,30.0,1001.670104078608,0.0002737639009773,61.535086415857066,34.0,olesky,20.09,25.09,5.0,27,5.4,1
98,98,1027.8769632264418,8.0,616.0420071213815,0.0813477922345222,0.000300040953573,0.0856307828445445,0.0065391660971814,32.0,31.0,32.0,1003.1871402978512,0.0009194625112831,81.26644444228776,12.0,olesky,25.09,30.09,5.0,32,6.4,0
99,99,652.7536730779784,107.0,272.48204659408435,0.0613779790378534,-0.0013555674377687,0.0573638707346,0.0019177608057143,30.0,28.0,29.0,1001.6188949670218,-0.0010986080935281,61.31660105881557,36.0,olesky,30.09,35.09,5.000000000000004,28,5.599999999999996,1
100,100,369.8010549835177,9.0,659.9724062617136,0.0584629032627079,-0.0013546332217295,0.0560879499207347,0.0135720413388909,33.0,29.0,33.0,1001.35773712931,-0.0006143389540674,58.40444035944523,57.0,olesky,35.09,40.09,5.0,30,6.0,0
101,101,597.5064398653527,8.0,528.3798858273127,0.0835704114477977,0.000362421202762,0.0850363887893272,-0.0141257155874872,29.0,28.0,30.0,1003.6921355821096,-0.0001325055164208,83.48684103634993,54.0,olesky,40.09,45.09,5.0,27,5.4,1
102,102,439.215054136637,8.0,421.2856587773262,0.0657266878480412,-0.0001260408370077,0.0644397690943139,-0.0026888579441446,32.0,28.0,31.0,1002.0948079313162,0.0002945276169006,65.66096116019315,56.0,olesky,45.09,50.09,5.0,28,5.6,0
103,103,471.4739404268341,11.0,704.2195935279738,0.056188918109871,-0.0007365478032042,0.0456731742590936,0.0068996895290093,31.0,27.0,32.0,1001.463386860182,-0.0008161175453808,56.13272919176117,50.0,olesky,50.09,55.09,5.0,25,5.0,1
104,104,439.9887626702449,7.0,363.2399667693471,0.0597478469364971,0.0009867169360762,0.0549553128950202,-0.0043498540136017,40.0,28.0,40.0,1001.7665327820694,0.0003283162834316,59.68809908956062,56.0,olesky,55.09,60.09,5.0,28,5.6,0
105,105,392.0674511524408,13.0,641.3897089257563,0.0484799933086619,0.0013631108482478,0.0422111613926403,0.0083808497572117,42.0,29.0,42.0,1000.7500047913524,0.0009935780303525,48.43151331535327,43.0,olesky,60.09,65.09,5.0,30,6.0,0
106,106,869.6191913731932,98.0,281.40193575638847,0.0619735236108491,-0.0038231497382104,0.0551446808482257,-0.0073028218709512,20.0,19.0,20.0,604.6995384804295,-0.0027164894900041,37.37003473734202,7.0,olesky,65.09,68.11,3.019999999999996,18,5.96026490066226,1
107,107,675.0163874536156,8.0,414.6034732963707,0.0823023049903381,0.001736767016898,0.0831300381876185,0.0006733726348939,36.0,36.0,37.0,1003.4813498555552,-0.0006190725780822,82.22000268534782,32.0,rachel,10.54,15.54,5.0,35,7.0,0
108,108,280.5967092719248,7.0,290.8740450452265,0.0971974489236686,0.0005885384006012,0.0957671408148696,-0.0080910872628013,22.0,21.0,21.0,605.6563637552522,-0.0002207131686675,58.512864252048544,43.0,rachel,15.54,18.6,3.0600000000000023,21,6.862745098039211,1
